generation,genome,fitness
22,1.29676,1.63826
22,1.29676,1.63826
22,0.196642,1.2498
22,1.29676,1.63826
22,1.29676,1.63826
22,1.29676,1.63826
22,1.29676,1.63826
22,0.628208,-0.446446
22,1.29676,1.63826
22,1.13932,-0.0554377
22,1.29676,1.63826
22,1.87537,-1.33527
22,1.29676,1.63826
22,0.810158,0.289909
22,0.527296,-0.863605
22,1.29676,1.63826
22,1.29676,1.63826
22,1.29676,1.63826
22,0.206097,1.2487
22,1.89125,-1.15874
22,1.29676,1.63826
23,1.29676,1.63826
23,0.82446,0.27001
23,0.734194,0.17096
23,1.29676,1.63826
23,1.29676,1.63826
23,1.29676,1.63826
23,1.29676,1.63826
23,1.83771,-1.69967
23,1.29676,1.63826
23,1.29676,1.63826
23,0.812553,0.287479
23,1.29676,1.63826
23,2.15113,0.426747
23,1.653,-1.28753
23,0.196642,1.2498
23,1.29676,1.63826
23,0.706082,0.0392485
23,1.29676,1.63826
23,1.29676,1.63826
23,1.29676,1.63826
23,1.05129,-0.495749
23,1.29676,1.63826
23,0.477204,-0.795746
23,1.84548,-1.63252
23,1.80382,-1.92879
23,1.29676,1.63826
23,1.29676,1.63826
23,1.29676,1.63826
23,1.29676,1.63826
23,1.29676,1.63826
23,1.2559,1.22158
23,1.29676,1.63826
23,1.29676,1.63826
23,2.01655,0.170527
23,1.29676,1.63826
23,0.458037,-0.711697
23,1.29676,1.63826
23,1.29676,1.63826
23,1.29676,1.63826
23,1.80037,-1.94552
23,1.29676,1.63826
23,1.29676,1.63826
23,0.636451,-0.393563
23,1.53266,0.637126
23,0.810158,0.289909
23,1.29676,1.63826
23,1.29676,1.63826
23,0.588138,-0.677504
23,1.29676,1.63826
23,1.29676,1.63826
24,1.29676,1.63826
24,1.8293,-1.76674
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.296,1.63152
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.36968,2.03075
24,1.29676,1.63826
24,1.29676,1.63826
24,2.16061,0.394268
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,0.196642,1.2498
24,1.29676,1.63826
24,1.29676,1.63826
24,1.18558,0.406563
24,1.58005,-0.157079
24,0.379473,-0.0874458
24,1.29676,1.63826
24,1.2559,1.22158
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,2.18185,0.306676
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,0.507007,-0.862567
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
24,1.29676,1.63826
25,1.64855,-1.22846
25,1.29676,1.63826
25,1.29676,1.63826
25,1.29676,1.63826
25,1.71314,-1.88209
25,0.933788,-0.180871
25,1.29676,1.63826
25,1.39026,2.0298
25,1.29676,1.63826
25,1.29676,1.63826
25,1.29676,1.63826
25,1.29676,1.63826
25,1.36968,2.03075
25,1.29676,1.63826
25,1.29676,1.63826
25,1.29676,1.63826
25,1.58982,-0.32196
25,1.29676,1.63826
25,1.29676,1.63826
25,1.29676,1.63826
25,2.04655,0.359577
25,1.29676,1.63826
25,1.29676,1.63826
25,1.29676,1.63826
25,1.29676,1.63826
25,1.22113,0.817693
25,1.29676,1.63826
25,0.538186,-0.84996
25,1.29676,1.63826
25,2.26118,-0.0848698
25,0.486734,-0.825655
25,1.29676,1.63826
25,1.18693,0.421568
25,1.29676,1.63826
25,1.29676,1.63826
25,1.29676,1.63826
25,1.29676,1.63826
25,1.49153,1.24872
25,1.29676,1.63826
25,1.29676,1.63826
25,1.29676,1.63826
25,1.29676,1.63826
25,1.29676,1.63826
25,1.36968,2.03075
25,0.869452,0.13222
25,1.29676,1.63826
25,1.48113,1.38248
25,1.29676,1.63826
25,1.29676,1.63826
25,1.09181,-0.375371
26,1.29676,1.63826
26,1.29676,1.63826
26,1.29676,1.63826
26,1.36968,2.03075
26,1.29676,1.63826
26,1.29676,1.63826
26,1.07525,-0.441965
26,1.29676,1.63826
26,1.29676,1.63826
26,1.29676,1.63826
26,1.29676,1.63826
26,1.39026,2.0298
26,1.29676,1.63826
26,1.36968,2.03075
26,1.29676,1.63826
26,2.07436,0.465525
26,1.39026,2.0298
26,1.29676,1.63826
26,1.36968,2.03075
26,1.48113,1.38248
26,1.36968,2.03075
26,1.29676,1.63826
26,1.29676,1.63826
26,1.36968,2.03075
26,0.744093,0.207341
26,1.36968,2.03075
26,1.88999,-1.1731
26,0.661228,-0.231805
26,2.06369,0.432922
26,1.29676,1.63826
26,1.36968,2.03075
26,1.66753,-1.46736
26,1.29676,1.63826
26,1.29676,1.63826
26,1.39026,2.0298
26,1.29676,1.63826
26,0.402814,-0.31067
26,1.04799,-0.499285
26,1.29676,1.63826
26,1.29676,1.63826
26,1.29676,1.63826
26,1.29676,1.63826
26,2.29558,-0.216946
26,1.29676,1.63826
26,1.29676,1.63826
26,1.29676,1.63826
26,1.29676,1.63826
26,1.29676,1.63826
26,1.29676,1.63826
26,1.27864,1.46531
27,1.29676,1.63826
27,1.36968,2.03075
27,1.36968,2.03075
27,0.326083,0.467184
27,1.29676,1.63826
27,1.29676,1.63826
27,1.29676,1.63826
27,1.36968,2.03075
27,0.535617,-0.85404
27,1.39026,2.0298
27,1.1408,-0.0426569
27,2.06525,0.438328
27,1.36968,2.03075
27,1.39026,2.0298
27,1.29676,1.63826
27,1.29676,1.63826
27,1.36968,2.03075
27,1.29676,1.63826
27,1.36968,2.03075
27,1.88266,-1.25539
27,0.715674,0.0884967
27,1.36968,2.03075
27,1.29676,1.63826
27,1.78937,-1.98988
27,1.29676,1.63826
27,1.29676,1.63826
27,1.36968,2.03075
27,1.36968,2.03075
27,1.39026,2.0298
27,1.29676,1.63826
27,1.29676,1.63826
27,1.36968,2.03075
27,1.29676,1.63826
27,1.61111,-0.672117
27,1.29676,1.63826
27,1.29676,1.63826
27,1.29676,1.63826
27,1.36968,2.03075
27,1.29676,1.63826
27,1.36968,2.03075
27,0.309346,0.635138
27,1.36968,2.03075
27,1.29676,1.63826
27,1.29676,1.63826
27,0.688031,-0.063284
27,1.36968,2.03075
27,1.29676,1.63826
27,1.39026,2.0298
27,1.29676,1.63826
27,0.393472,-0.224115
28,0.326083,0.467184
28,1.36968,2.03075
28,1.29676,1.63826
28,1.39026,2.0298
28,1.29676,1.63826
28,1.29676,1.63826
28,1.14941,0.0346822
28,0.844741,0.22079
28,1.36968,2.03075
28,1.29676,1.63826
28,1.36968,2.03075
28,1.36968,2.03075
28,1.39026,2.0298
28,2.03565,0.299607
28,1.29676,1.63826
28,1.29676,1.63826
28,1.36968,2.03075
28,1.36968,2.03075
28,1.29676,1.63826
28,1.31624,1.79604
28,1.70732,-1.84308
28,1.29676,1.63826
28,1.29676,1.63826
28,1.36968,2.03075
28,2.24731,-0.0197367
28,1.36968,2.03075
28,0.782506,0.290566
28,2.13254,0.475577
28,1.36968,2.03075
28,1.36968,2.03075
28,1.92425,-0.77294
28,1.00857,-0.474591
28,1.36968,2.03075
28,1.39026,2.0298
28,1.36968,2.03075
28,1.39026,2.0298
28,1.29676,1.63826
28,1.36968,2.03075
28,1.46812,1.53485
28,1.36968,2.03075
28,1.22698,0.886773
28,1.06362,-0.474322
28,1.29676,1.63826
28,1.29739,1.64385
28,1.36968,2.03075
28,1.36968,2.03075
28,1.36968,2.03075
28,1.36968,2.03075
28,1.36968,2.03075
28,1.36968,2.03075
29,1.46812,1.53485
29,0.908508,-0.0512528
29,1.29676,1.63826
29,1.39026,2.0298
29,1.36968,2.03075
29,1.36968,2.03075
29,1.29676,1.63826
29,1.36968,2.03075
29,1.36968,2.03075
29,1.36968,2.03075
29,1.36968,2.03075
29,1.36968,2.03075
29,1.36968,2.03075
29,1.36968,2.03075
29,1.6253,-0.894063
29,1.36968,2.03075
29,2.09488,0.500412
29,1.36968,2.03075
29,1.07127,-0.454374
29,1.36968,2.03075
29,1.36968,2.03075
29,1.36968,2.03075
29,1.36968,2.03075
29,1.35774,2.00679
29,1.36968,2.03075
29,1.36968,2.03075
29,2.04852,0.369288
29,1.3625,2.01845
29,1.51556,0.905165
29,1.36968,2.03075
29,1.39026,2.0298
29,1.39026,2.0298
29,1.36968,2.03075
29,1.29676,1.63826
29,1.39026,2.0298
29,0.804017,0.294438
29,1.14748,0.0169676
29,1.36968,2.03075
29,1.36968,2.03075
29,1.36968,2.03075
29,1.36968,2.03075
29,1.04081,-0.503839
29,0.803255,0.294827
29,0.532224,-0.858621
29,1.36968,2.03075
29,1.36968,2.03075
29,1.39178,2.02757
29,1.95255,-0.445232
29,2.27434,-0.141176
29,1.36968,2.03075
30,1.36968,2.03075
30,1.39026,2.0298
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.84132,-1.6691
30,1.36968,2.03075
30,1.36968,2.03075
30,1.39026,2.0298
30,1.39026,2.0298
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.56709,0.0630466
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.39026,2.0298
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,0.433923,-0.563096
30,1.36968,2.03075
30,1.52667,0.732829
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.30661,1.72212
30,1.36968,2.03075
30,1.32998,1.88621
30,1.36968,2.03075
30,1.29676,1.63826
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
30,1.36968,2.03075
31,1.0493,-0.497996
31,1.36968,2.03075
31,1.69255,-1.72517
31,1.36968,2.03075
31,2.03952,0.322058
31,2.1181,0.497781
31,2.34266,-0.296311
31,1.36968,2.03075
31,1.01874,-0.492111
31,1.36968,2.03075
31,1.7037,-1.81666
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,1.39026,2.0298
31,2.29428,-0.212944
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,0.846849,0.214372
31,1.59736,-0.447757
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,1.25568,1.21915
31,0.613192,-0.539271
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,2.0715,0.457782
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,1.7775,-2.02174
31,1.03341,-0.504128
31,1.36968,2.03075
31,1.36968,2.03075
31,1.36968,2.03075
31,0.715101,0.0856721
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,0.396037,-0.24829
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,2.0715,0.457782
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,2.1718,0.350381
32,1.89472,-1.119
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,1.05761,-0.486407
32,1.36968,2.03075
32,1.36968,2.03075
32,1.84689,-1.61981
32,1.36968,2.03075
32,1.36968,2.03075
32,0.900156,-0.00918598
32,0.810239,0.289833
32,1.36968,2.03075
32,1.36968,2.03075
32,1.36968,2.03075
32,1.39026,2.0298
32,1.36968,2.03075
32,1.36968,2.03075
32,1.58391,-0.22252
32,1.36968,2.03075
32,0.801362,0.29563
32,1.47091,1.50369
32,1.36968,2.03075
32,0.405941,-0.338674
32,2.27812,-0.156162
32,1.36968,2.03075
32,1.36968,2.03075
33,1.36968,2.03075
33,2.03431,0.291512
33,1.36968,2.03075
33,0.54442,-0.837906
33,1.34152,1.94692
33,1.36968,2.03075
33,1.36968,2.03075
33,1.36968,2.03075
33,1.42038,1.9291
33,1.36968,2.03075
33,1.36968,2.03075
33,1.36968,2.03075
33,1.36968,2.03075
33,1.36968,2.03075
33,0.559797,-0.795765
33,1.875,-1.33925
33,1.74989,-2.02769
33,1.36968,2.03075
33,1.36968,2.03075
33,1.36968,2.03075
33,1.36968,2.03075
33,1.36968,2.03075
33,0.696155,-0.0157152
33,1.74583,-2.02027
33,1.36968,2.03075
33,1.36968,2.03075
33,1.36968,2.03075
33,1.67815,-1.58533
33,1.36968,2.03075
33,1.36968,2.03075
33,1.36968,2.03075
33,1.52378,0.778263
33,1.36968,2.03075
33,1.36968,2.03075
33,0.810239,0.289833
33,1.36968,2.03075
33,1.36968,2.03075
33,1.36968,2.03075
33,1.36968,2.03075
33,0.632099,-0.42161
33,1.36968,2.03075
33,1.96176,-0.34322
33,1.32774,1.87284
33,0.843121,0.225563
33,1.36968,2.03075
33,0.445916,-0.642699
33,1.36968,2.03075
33,1.3421,1.94955
33,1.13307,-0.10767
33,1.1963,0.527656
34,1.36968,2.03075
34,1.67636,-1.56631
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,0.847235,0.213173
34,0.781561,0.289684
34,1.36968,2.03075
34,0.540928,-0.84503
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.62538,-0.895173
34,1.36968,2.03075
34,1.65502,-1.31383
34,0.795053,0.296587
34,1.36968,2.03075
34,1.36968,2.03075
34,1.49002,1.26884
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,0.656301,-0.263927
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.36968,2.03075
34,1.3421,1.94955
34,1.34152,1.94692
34,1.16433,0.179853
34,1.36968,2.03075
34,1.36968,2.03075
34,2.23813,0.0257408
34,1.36968,2.03075
35,0.98364,-0.403838
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.13285,-0.109474
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,0.689483,-0.0546314
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.19274,0.487093
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.33797,1.92979
35,1.36968,2.03075
35,0.721114,0.114538
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.04355,-0.502604
35,1.52847,0.704193
35,2.28585,-0.184841
35,0.944878,-0.236354
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.06113,-0.479699
35,1.36968,2.03075
35,1.36968,2.03075
35,1.36968,2.03075
35,1.17551,0.296577
36,1.69967,-1.78532
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,0.37962,-0.0889215
36,1.26945,1.3698
36,1.36968,2.03075
36,2.01751,0.177716
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,0.528699,-0.86239
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.09648,-0.352216
36,1.36968,2.03075
36,2.22567,0.0891938
36,0.504255,-0.859684
36,1.38463,2.03548
36,1.36968,2.03075
36,1.36968,2.03075
36,1.68188,-1.62385
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,0.788445,0.294735
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.10446,-0.308329
36,2.10993,0.503562
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
36,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,0.994042,-0.437761
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,2.16452,0.379566
37,2.18102,0.310436
37,1.51118,0.970945
37,0.377348,-0.0661002
37,1.85017,-1.58972
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.20873,0.671746
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.38463,2.03548
37,1.36968,2.03075
37,1.36968,2.03075
37,0.765713,0.265991
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.36968,2.03075
37,1.60939,-0.644521
37,1.36968,2.03075
37,0.871336,0.124387
37,2.35152,-0.295462
37,0.478399,-0.799932
38,1.36968,2.03075
38,2.05729,0.408554
38,1.67634,-1.56602
38,1.36968,2.03075
38,1.52069,0.82647
38,1.36968,2.03075
38,1.8783,-1.3034
38,1.36968,2.03075
38,1.59793,-0.457228
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.38463,2.03548
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.38463,2.03548
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.64559,-1.18831
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.33595,1.91942
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,1.36968,2.03075
38,0.584738,-0.694116
38,2.0228,0.21606
38,1.36968,2.03075
38,1.36968,2.03075
38,2.28578,-0.184588
38,1.36968,2.03075
38,2.24414,-0.00420003
38,0.778291,0.286169
38,1.36968,2.03075
39,1.36968,2.03075
39,1.36968,2.03075
39,1.98982,-0.0567907
39,1.36968,2.03075
39,1.36968,2.03075
39,1.36968,2.03075
39,1.36968,2.03075
39,1.36968,2.03075
39,1.18184,0.365178
39,0.824321,0.270265
39,1.38463,2.03548
39,1.38463,2.03548
39,1.36968,2.03075
39,1.36968,2.03075
39,1.36968,2.03075
39,1.36968,2.03075
39,1.09471,-0.361241
39,0.374861,-0.0409453
39,1.36968,2.03075
39,1.36968,2.03075
39,0.819381,0.278544
39,1.36968,2.03075
39,2.0228,0.21606
39,1.36968,2.03075
39,1.12472,-0.172935
39,2.05729,0.408554
39,1.36968,2.03075
39,1.54722,0.398136
39,1.36968,2.03075
39,1.36968,2.03075
39,1.36968,2.03075
39,1.36968,2.03075
39,1.36968,2.03075
39,1.36968,2.03075
39,1.74118,-2.00913
39,1.36968,2.03075
39,1.36968,2.03075
39,1.36968,2.03075
39,0.575028,-0.738132
39,1.38463,2.03548
39,1.36968,2.03075
39,1.38463,2.03548
39,0.667944,-0.188382
39,1.36968,2.03075
39,1.36968,2.03075
39,1.36968,2.03075
39,1.36968,2.03075
39,2.0228,0.21606
39,1.36968,2.03075
39,1.38463,2.03548
40,1.36968,2.03075
40,1.36968,2.03075
40,1.36968,2.03075
40,1.13906,-0.0576581
40,1.36968,2.03075
40,1.36968,2.03075
40,1.36968,2.03075
40,1.69038,-1.70562
40,1.36968,2.03075
40,1.36968,2.03075
40,1.38463,2.03548
40,1.36968,2.03075
40,1.36968,2.03075
40,1.36968,2.03075
40,1.26962,1.3716
40,1.36968,2.03075
40,1.36968,2.03075
40,1.38463,2.03548
40,1.38463,2.03548
40,0.761199,0.256204
40,1.36968,2.03075
40,1.36968,2.03075
40,1.60502,-0.573743
40,1.38463,2.03548
40,0.805275,0.293711
40,1.36968,2.03075
40,1.36968,2.03075
40,1.36968,2.03075
40,1.36968,2.03075
40,1.52012,0.835213
40,1.36968,2.03075
40,1.38463,2.03548
40,1.16858,0.223426
40,1.36968,2.03075
40,1.36968,2.03075
40,1.38463,2.03548
40,1.36968,2.03075
40,1.36968,2.03075
40,1.31386,1.7785
40,1.36968,2.03075
40,1.38463,2.03548
40,1.36968,2.03075
40,1.36968,2.03075
40,1.38463,2.03548
40,1.36968,2.03075
40,1.36968,2.03075
40,1.36968,2.03075
40,1.36968,2.03075
40,1.36968,2.03075
40,1.38463,2.03548
41,1.38463,2.03548
41,1.85821,-1.5127
41,1.38463,2.03548
41,1.36968,2.03075
41,1.38463,2.03548
41,1.36968,2.03075
41,1.38463,2.03548
41,2.09394,0.4996
41,0.559632,-0.796305
41,1.36968,2.03075
41,1.36968,2.03075
41,1.36968,2.03075
41,1.38463,2.03548
41,1.38463,2.03548
41,2.13963,0.459467
41,1.36968,2.03075
41,1.38463,2.03548
41,1.36968,2.03075
41,1.36968,2.03075
41,1.23885,1.02612
41,2.31613,-0.268145
41,1.36968,2.03075
41,1.75093,-2.02924
41,1.36968,2.03075
41,1.36968,2.03075
41,1.36968,2.03075
41,1.36968,2.03075
41,1.36968,2.03075
41,1.38463,2.03548
41,1.77367,-2.02833
41,1.36968,2.03075
41,1.36968,2.03075
41,1.38463,2.03548
41,1.36968,2.03075
41,1.38463,2.03548
41,1.38463,2.03548
41,0.800752,0.295838
41,1.36968,2.03075
41,1.36968,2.03075
41,1.36167,2.01661
41,0.603586,-0.595213
41,1.36968,2.03075
41,1.36968,2.03075
41,1.43214,1.85791
41,1.38463,2.03548
41,1.36968,2.03075
41,1.36968,2.03075
41,1.38463,2.03548
41,1.4302,1.87085
41,0.426962,-0.512059
42,1.38463,2.03548
42,1.36968,2.03075
42,1.36968,2.03075
42,0.849533,0.205871
42,1.38463,2.03548
42,2.22571,0.0889642
42,1.36968,2.03075
42,1.38463,2.03548
42,1.36968,2.03075
42,1.21016,0.688544
42,1.38463,2.03548
42,1.38463,2.03548
42,1.36968,2.03075
42,1.01454,-0.485736
42,2.28307,-0.174831
42,1.38463,2.03548
42,1.38463,2.03548
42,1.36968,2.03075
42,1.38463,2.03548
42,2.29116,-0.202941
42,1.38463,2.03548
42,1.38463,2.03548
42,1.36968,2.03075
42,1.36968,2.03075
42,1.56714,0.0622029
42,1.36968,2.03075
42,1.38463,2.03548
42,1.12553,-0.16689
42,1.36968,2.03075
42,1.38225,2.03664
42,1.36968,2.03075
42,1.38463,2.03548
42,1.80223,-1.93668
42,0.780751,0.288881
42,1.38463,2.03548
42,1.53542,0.592477
42,1.83471,-1.72427
42,1.38463,2.03548
42,1.38463,2.03548
42,1.36968,2.03075
42,1.36968,2.03075
42,1.26994,1.37499
42,1.36968,2.03075
42,1.36968,2.03075
42,1.38463,2.03548
42,1.38463,2.03548
42,1.38463,2.03548
42,1.38463,2.03548
42,1.36968,2.03075
42,1.36167,2.01661
43,1.38463,2.03548
43,1.38225,2.03664
43,1.38463,2.03548
43,1.36968,2.03075
43,1.38463,2.03548
43,1.38463,2.03548
43,1.38463,2.03548
43,1.38463,2.03548
43,1.38463,2.03548
43,0.682354,-0.0976944
43,1.38463,2.03548
43,1.38463,2.03548
43,1.38463,2.03548
43,1.36968,2.03075
43,1.38463,2.03548
43,1.90491,-1.00078
43,1.38463,2.03548
43,1.38463,2.03548
43,1.36968,2.03075
43,1.38463,2.03548
43,1.38463,2.03548
43,0.963766,-0.324611
43,1.7928,-1.97754
43,1.38463,2.03548
43,1.38463,2.03548
43,1.38463,2.03548
43,1.38463,2.03548
43,1.38463,2.03548
43,1.36968,2.03075
43,1.63978,-1.10713
43,1.38463,2.03548
43,1.38463,2.03548
43,1.38463,2.03548
43,1.38463,2.03548
43,1.38463,2.03548
43,1.38463,2.03548
43,1.36968,2.03075
43,1.38463,2.03548
43,1.38463,2.03548
43,0.881109,0.0817329
43,1.38463,2.03548
43,2.25024,-0.0339058
43,1.38463,2.03548
43,1.36968,2.03075
43,1.38225,2.03664
43,1.49764,1.16575
43,1.38463,2.03548
43,1.38463,2.03548
43,1.38225,2.03664
43,1.38463,2.03548
44,1.70303,-1.8116
44,1.38463,2.03548
44,0.782901,0.290917
44,1.38225,2.03664
44,1.38463,2.03548
44,1.38463,2.03548
44,1.36968,2.03075
44,1.38463,2.03548
44,1.38225,2.03664
44,0.646643,-0.327156
44,1.38463,2.03548
44,1.38463,2.03548
44,0.795854,0.296612
44,1.38463,2.03548
44,1.38463,2.03548
44,1.38463,2.03548
44,1.38463,2.03548
44,0.661921,-0.227301
44,1.38225,2.03664
44,1.38463,2.03548
44,1.93341,-0.665352
44,1.02598,-0.500078
44,2.11442,0.501016
44,1.38463,2.03548
44,1.38463,2.03548
44,1.38463,2.03548
44,1.38463,2.03548
44,1.38463,2.03548
44,1.43553,1.83411
44,1.38463,2.03548
44,1.38463,2.03548
44,1.38463,2.03548
44,1.38463,2.03548
44,1.38225,2.03664
44,2.04346,0.343573
44,1.38225,2.03664
44,1.38463,2.03548
44,1.38463,2.03548
44,1.38463,2.03548
44,1.38463,2.03548
44,1.38463,2.03548
44,1.38463,2.03548
44,1.38225,2.03664
44,1.38463,2.03548
44,1.38225,2.03664
44,2.37044,-0.276015
44,1.38463,2.03548
44,1.38463,2.03548
44,1.38463,2.03548
44,1.38225,2.03664
45,1.38463,2.03548
45,1.38463,2.03548
45,1.38463,2.03548
45,0.847632,0.211931
45,1.38463,2.03548
45,1.38463,2.03548
45,1.38225,2.03664
45,1.38463,2.03548
45,1.38225,2.03664
45,1.38463,2.03548
45,1.38463,2.03548
45,0.997671,-0.448173
45,1.38463,2.03548
45,1.38225,2.03664
45,1.38225,2.03664
45,1.38463,2.03548
45,1.8913,-1.15816
45,1.38463,2.03548
45,1.38225,2.03664
45,1.38225,2.03664
45,1.38225,2.03664
45,1.12076,-0.202041
45,1.66663,-1.45683
45,2.04346,0.343573
45,1.38225,2.03664
45,0.734955,0.173956
45,1.7236,-1.94145
45,1.51167,0.963659
45,0.795752,0.296612
