generation,genome,fitness
1,0.940409,-0.214228
1,0.468082,-0.759671
1,0.169593,1.19007
1,1.07143,-0.453905
1,0.104087,0.659637
1,0.257191,1.06387
1,-0.356961,-2.01807
1,0.243006,1.14313
1,-0.596959,-1.0223
1,0.248315,1.11575
1,1.1109,-0.268977
1,0.793376,0.296394
1,0.0390088,-0.309109
1,0.248315,1.11575
1,0.141861,1.03047
1,0.336529,0.358791
1,0.336529,0.358791
1,0.793376,0.296394
1,0.243006,1.14313
2,1.07222,-0.451534
2,-0.335472,-2.25834
